id,ed,inc,pop,cases
1171,18.8,40959.0,11066.0,8
1172,29.2,47056.0,69872.0,178
1174,38.1,55881.0,265066.0,1299
1176,35.2,61675.0,656955.0,6216
1177,30.4,51641.0,2116.0,2
1180,42.8,67349.0,21761.0,49
1188,23.2,51083.0,29144.0,82
1190,16.7,46486.0,22780.0,54
1193,19.1,62522.0,150500.0,719
1195,12.8,40650.0,9328.0,8
1196,19.1,49960.0,173566.0,998
1198,46.4,80319.0,1257584.0,13260
1201,17.5,40798.0,5720.0,1
1202,13.8,45607.0,23460.0,60
1203,10.7,38927.0,8241.0,23
1204,24.2,51292.0,24668.0,138
1206,17.3,45502.0,12592.0,14
1207,14.9,38613.0,24019.0,43
1208,21.1,48805.0,190539.0,1515
1209,18.3,56557.0,159128.0,639
1212,15.8,44887.0,8094.0,7
1214,13.6,51113.0,52245.0,247
1216,55.2,72267.0,367601.0,2575
1217,23.3,46440.0,1749343.0,24939
1219,17.4,44016.0,15886.0,18
1222,28.1,47073.0,47188.0,83
1223,22.6,61341.0,40889.0,256
1225,33.6,58132.0,67653.0,653
1226,20.4,60626.0,25008.0,54
1227,22.5,60412.0,35871.0,98
1228,48.1,104248.0,105089.0,545
1229,22.4,48651.0,29779.0,28
1234,42.4,54465.0,5463.0,1
1237,41.8,86403.0,429021.0,2952
1238,24.4,75955.0,20934.0,111
1239,25.4,60979.0,38141.0,94
1240,17.8,52560.0,13653.0,69
1243,25.0,67039.0,46340.0,146
1244,19.4,54917.0,5972.0,32
1246,24.0,59613.0,18600.0,33
1247,27.2,55687.0,21491.0,12
1248,17.7,73468.0,40596.0,90
1251,14.6,56950.0,16337.0,19
1252,23.4,60579.0,43199.0,610
1254,17.6,46281.0,12229.0,31
1255,19.1,52445.0,6623.0,6
1257,19.3,52058.0,3740.0,0
1258,22.4,67269.0,28887.0,148
1260,25.4,57690.0,25474.0,371
1261,17.9,61959.0,35893.0,107
1263,19.0,58105.0,9336.0,20
1264,20.1,50821.0,19683.0,181
1266,15.3,53289.0,26277.0,42
1268,21.7,53387.0,40062.0,999
1269,18.9,59938.0,8194.0,91
1270,32.6,66209.0,34274.0,218
1271,15.3,55766.0,21629.0,1702
1272,18.4,48799.0,6375.0,22
1274,25.1,53778.0,58746.0,130
1276,14.5,50387.0,29579.0,115
1282,18.6,56760.0,15170.0,26
1283,14.4,59787.0,14548.0,42
1284,27.5,67024.0,66972.0,910
1286,19.3,60239.0,15165.0,31
1288,39.3,101427.0,149013.0,977
1290,16.7,66209.0,14865.0,63
1291,27.8,60843.0,161075.0,2615
1293,29.3,61929.0,9805.0,13
1294,18.0,51552.0,9266.0,43
1295,15.5,58113.0,24664.0,405
1296,17.0,49773.0,3259.0,9
1297,21.9,63633.0,21627.0,50
1298,13.6,46312.0,13682.0,18
1300,43.2,95840.0,262440.0,1402
1301,15.3,51962.0,10897.0,276
1302,23.5,61387.0,6207.0,23
1303,29.8,56076.0,50484.0,167
1304,28.4,87377.0,138377.0,585
1305,16.1,56528.0,9709.0,35
1306,17.8,33392.0,30693.0,401
1307,16.4,40010.0,36953.0,136
1311,23.8,33116.0,30628.0,524
1312,11.3,39176.0,14361.0,202
1313,14.5,42588.0,9947.0,200
1315,17.7,38479.0,8210.0,82
1317,11.7,41495.0,15541.0,250
1318,20.1,38121.0,19316.0,285
1319,17.1,29380.0,22124.0,276
1321,17.4,36083.0,18636.0,487
1322,24.1,68126.0,184945.0,2220
1323,27.6,39061.0,74897.0,1162
1324,15.3,39508.0,7713.0,67
1325,12.6,47246.0,24500.0,154
1326,8.6,42022.0,13586.0,139
1327,19.7,39633.0,20758.0,678
1328,23.2,49843.0,47632.0,180
1329,22.3,45355.0,208080.0,1370
1330,29.1,44776.0,231840.0,3418
1331,9.9,26449.0,17010.0,639
1334,13.4,45720.0,23390.0,177
1336,14.5,36987.0,16383.0,307
1337,15.0,28024.0,6990.0,142
1338,13.9,31739.0,11128.0,137
1340,11.0,33437.0,9742.0,190
1342,35.2,58377.0,63343.0,702
1343,20.0,40077.0,74125.0,1024
1348,16.0,43478.0,34153.0,570
1350,47.7,75740.0,106272.0,1657
1352,13.7,40285.0,35294.0,334
1354,20.4,36311.0,9775.0,209
1355,12.2,36236.0,29118.0,1071
1356,16.6,40792.0,21018.0,408
1358,43.5,39130.0,49587.0,662
1359,14.9,39198.0,34192.0,551
1360,16.4,45268.0,55535.0,346
1361,11.0,39687.0,11973.0,111
1364,12.2,41281.0,25126.0,155
1366,29.2,66296.0,155271.0,1322
1367,12.7,38034.0,28124.0,848
1369,12.6,38173.0,26658.0,495
1370,12.5,46764.0,15916.0,273
1371,14.5,44622.0,18336.0,94
1373,11.4,32692.0,13809.0,260
1376,10.0,41455.0,19383.0,142
1377,16.8,33143.0,9632.0,139
1379,13.4,33566.0,14286.0,310
1380,23.3,46049.0,45381.0,671
1381,18.8,33991.0,43909.0,918
1382,16.0,37401.0,20183.0,606
1386,14.2,39551.0,12108.0,231
1388,30.0,40395.0,25343.0,114
1389,23.8,57459.0,17712.0,59
1391,14.5,44340.0,25388.0,152
1393,18.1,41583.0,11754.0,42
1394,14.9,45955.0,16172.0,17
1396,9.4,44233.0,12133.0,33
1399,13.8,38067.0,42478.0,133
1400,18.3,47591.0,9020.0,17
1401,22.2,53970.0,44743.0,78
1403,30.5,51962.0,78871.0,407
1404,17.0,47049.0,8679.0,43
1405,16.5,34134.0,5982.0,8
1407,15.3,37288.0,14349.0,20
1410,13.5,46832.0,6797.0,2
1411,32.7,68943.0,249948.0,607
1413,32.9,62817.0,76745.0,173
1415,11.2,42774.0,23920.0,27
1416,13.6,41381.0,7561.0,3
1419,15.3,48920.0,12547.0,20
1420,14.6,39392.0,15573.0,9
1421,10.5,36762.0,13185.0,22
1422,13.1,37331.0,29131.0,146
1423,20.1,58738.0,103967.0,337
1424,18.9,52282.0,14706.0,18
1426,30.2,44799.0,293086.0,712
1427,18.8,40315.0,9850.0,22
1428,16.2,40639.0,8352.0,34
1430,10.0,35025.0,9544.0,2
1432,24.4,45767.0,10001.0,11
1433,16.5,36762.0,40117.0,58
1434,10.9,37755.0,10125.0,3
1435,30.9,55864.0,703011.0,2077
1436,22.9,46596.0,121328.0,877
1437,20.2,65150.0,225081.0,873
1439,15.8,39309.0,3959.0,2
1440,14.7,44562.0,35723.0,128
1441,20.1,53389.0,32708.0,108
1443,14.0,48179.0,9776.0,10
1444,15.9,62238.0,59013.0,133
1446,19.3,48749.0,15227.0,28
1449,15.1,40191.0,12088.0,8
1452,18.0,46014.0,3617.0,7
1454,12.4,34735.0,13180.0,99
1455,19.0,57047.0,16132.0,72
1456,12.8,46216.0,8644.0,6
1457,13.7,48951.0,11551.0,23
1458,12.9,45276.0,20627.0,28
1460,19.7,49220.0,58236.0,638
1461,27.8,46698.0,22092.0,30
1462,12.2,32720.0,10529.0,10
1464,12.2,34367.0,9174.0,2
1465,12.1,31831.0,15805.0,153
1466,16.0,53871.0,19136.0,178
1467,18.4,45254.0,42339.0,216
1470,41.8,82567.0,104418.0,192
1473,18.9,40866.0,4696.0,3
1475,15.3,44975.0,24748.0,21
1476,13.9,58693.0,23018.0,36
1477,11.1,36592.0,6270.0,11
1479,37.8,82048.0,402022.0,2137
1480,13.4,37013.0,9397.0,6
1481,17.7,59043.0,17894.0,26
1483,43.2,66992.0,994205.0,8739
1486,12.0,42053.0,4902.0,11
1488,15.8,32715.0,8166.0,29
1490,13.2,40808.0,29025.0,165
1495,17.7,42552.0,20563.0,38
1496,18.6,62056.0,35649.0,108
1498,10.3,33703.0,12873.0,5
1499,16.9,51141.0,39592.0,67
1504,21.8,39237.0,6681.0,4
1505,27.0,52840.0,6237.0,9
1506,32.0,53661.0,10725.0,41
1507,17.5,47985.0,1252.0,0
1508,26.0,50054.0,81366.0,65
1509,27.3,44645.0,5635.0,0
1511,21.9,44659.0,1690.0,0
1513,17.4,45641.0,9140.0,8
1516,29.9,54382.0,103806.0,102
1519,19.0,37719.0,13753.0,34
1520,25.9,38782.0,821.0,3
1526,38.6,63860.0,69432.0,75
1528,20.2,40602.0,19980.0,42
1529,16.1,43650.0,1664.0,0
1530,28.9,53031.0,8600.0,40
1531,26.1,44572.0,1862.0,4
1532,17.3,43458.0,4397.0,0
1533,42.5,56207.0,119600.0,151
1535,32.4,61044.0,16606.0,30
1536,29.0,41009.0,487.0,0
1537,20.5,44730.0,3954.0,0
1538,24.8,42890.0,5911.0,5
1539,26.4,47378.0,1682.0,0
1540,21.0,48966.0,6890.0,0
1541,20.9,42754.0,1077.0,0
1543,19.0,67242.0,10803.0,34
1544,17.1,40179.0,11004.0,9
1545,18.0,57674.0,8937.0,16
1547,23.6,51690.0,3309.0,2
1548,26.4,47302.0,34915.0,28
1549,25.3,66226.0,9642.0,13
1550,25.5,52747.0,3737.0,2
1551,24.4,48368.0,6147.0,15
1552,14.5,46326.0,4736.0,31
1553,23.5,50774.0,696.0,2
1554,20.9,48390.0,7396.0,4
1555,19.8,38449.0,2126.0,2
1560,27.9,46862.0,463.0,1
1561,20.7,53865.0,745.0,2
1562,22.7,44467.0,465.0,0
1563,20.6,51911.0,5192.0,7
1566,19.8,46191.0,2955.0,0
1568,18.1,57548.0,6459.0,17
1570,27.4,75177.0,26248.0,106
1571,19.4,64570.0,8402.0,19
1572,20.8,54866.0,3924.0,1
1573,21.2,49782.0,5689.0,3
1574,26.2,53132.0,8910.0,22
1575,18.4,56259.0,6203.0,34
1577,23.2,59219.0,8846.0,39
1578,20.9,49995.0,10777.0,40
1579,12.5,55522.0,20026.0,1864
1581,15.6,56818.0,23595.0,878
1582,15.8,47097.0,1794.0,2
1583,20.5,54635.0,5636.0,58
1584,18.6,51682.0,36565.0,717
1586,19.4,48574.0,1693.0,0
1587,19.9,56697.0,5462.0,20
1590,18.9,49685.0,4676.0,10
1591,20.2,49931.0,21513.0,69
1592,24.9,39192.0,1837.0,4
1594,26.4,59722.0,1990.0,13
1596,17.4,45221.0,2356.0,5
1597,20.9,53792.0,61353.0,1650
1598,26.0,60608.0,9324.0,77
1601,18.6,43880.0,2762.0,1
1604,20.5,52292.0,6445.0,50
1605,15.3,47075.0,7046.0,11
1606,16.0,52401.0,5071.0,8
1607,22.7,64456.0,6495.0,18
1610,18.2,46986.0,3632.0,14
1611,21.7,47906.0,8332.0,25
1613,22.1,56803.0,34914.0,63
1615,23.2,47797.0,664.0,1
1617,22.4,55226.0,35099.0,400
1618,17.4,56493.0,7755.0,39
1619,18.1,49151.0,4642.0,53
1620,19.8,47279.0,3519.0,6
1621,28.1,52069.0,6972.0,6
1624,17.5,45487.0,2613.0,1
1626,25.9,59003.0,9034.0,27
1627,22.3,57367.0,7148.0,12
1628,22.2,63656.0,33470.0,703
1629,21.1,59815.0,5213.0,13
1630,18.8,49034.0,10724.0,9
1631,18.2,47573.0,7865.0,10
1632,20.9,48260.0,1357.0,2
1633,14.3,54569.0,14224.0,553
1634,40.1,79358.0,187196.0,1468
1636,22.4,50247.0,35618.0,248
1638,23.6,43819.0,5246.0,8
1639,18.2,47499.0,3001.0,5
1643,24.0,48275.0,722.0,1
1644,16.7,45405.0,7224.0,178
1646,30.3,77838.0,20729.0,67
1647,34.5,55970.0,9385.0,35
1648,22.6,45058.0,3487.0,9
1649,17.3,53369.0,783.0,0
1651,17.5,58429.0,24909.0,32
1653,28.9,70495.0,48905.0,97
1654,18.2,79134.0,52778.0,298
1655,16.5,50179.0,873.0,0
1656,11.7,70036.0,2029.0,1
1657,16.3,72873.0,16831.0,91
1658,11.6,79278.0,5532.0,47
1660,14.0,59732.0,57510.0,155
1661,14.4,44438.0,4505.0,10
1663,14.8,42522.0,6725.0,13
1664,28.7,68236.0,4123.0,2
1665,30.5,63636.0,471519.0,3951
1666,14.9,58942.0,9580.0,10
1670,18.1,44259.0,31563.0,11
1672,37.3,78714.0,417025.0,3486
1673,35.6,74351.0,151391.0,436
1674,40.7,93645.0,309769.0,1545
1676,26.8,60034.0,43146.0,37
1678,48.3,100181.0,932202.0,20234
1680,31.8,67135.0,506471.0,7847
1681,31.5,62175.0,92039.0,753
1682,14.7,51790.0,149527.0,3087
1684,31.9,81315.0,291636.0,2815
1688,42.7,87666.0,825062.0,17383
1689,44.9,99223.0,618795.0,9737
1690,53.6,112396.0,491845.0,7094
1693,20.9,64524.0,62385.0,829
1695,34.9,92284.0,140488.0,1277
1696,35.1,80737.0,556341.0,16719
1697,31.8,77571.0,105267.0,1289
1699,22.2,34777.0,3527.0,4
1703,19.8,47202.0,48954.0,291
1704,9.8,35087.0,1748.0,1
1707,27.3,38341.0,26998.0,47
1708,11.6,29515.0,4300.0,24
1709,24.3,37544.0,625.0,1
1711,13.0,51656.0,71070.0,333
1712,29.3,45095.0,19572.0,32
1713,66.5,124947.0,19369.0,14
1714,12.2,30570.0,23709.0,140
1715,11.6,33976.0,71367.0,3724
1716,11.2,34491.0,4521.0,3
1718,15.8,33085.0,8253.0,22
1721,30.0,57036.0,146748.0,895
1723,22.7,35292.0,27277.0,30
1725,20.5,31741.0,10791.0,17
1730,17.1,46365.0,76688.0,250
1732,20.2,46262.0,46091.0,71
1733,19.8,38566.0,1418207.0,225000
1734,28.3,50928.0,190488.0,870
1736,22.3,52945.0,76576.0,129
1738,23.9,52565.0,83456.0,151
1740,22.9,55517.0,80485.0,111
1743,21.9,47382.0,44135.0,92
1744,35.2,79604.0,294218.0,4363
1746,27.6,54376.0,36885.0,59
1747,19.4,48722.0,50022.0,39
1748,17.8,51388.0,53383.0,266
1749,21.5,58925.0,57280.0,254
1750,22.1,54514.0,47188.0,271
1751,19.3,59020.0,4416.0,6
1752,21.0,53168.0,61319.0,204
1753,22.3,52798.0,109834.0,103
1756,25.4,61027.0,62914.0,155
1758,37.7,60240.0,741770.0,4354
1759,17.5,43799.0,49221.0,141
1760,45.2,115301.0,1356924.0,42555
1762,23.8,55013.0,209281.0,1371
1763,24.7,54096.0,228671.0,1909
1764,35.5,59786.0,460528.0,3240
1765,34.5,62930.0,109777.0,319
1766,29.8,75048.0,384940.0,10923
1767,15.9,52658.0,40352.0,288
1768,18.6,53745.0,117124.0,227
1769,30.9,54321.0,59493.0,94
1772,30.1,71084.0,158714.0,643
1774,40.6,88960.0,325789.0,13775
1776,41.4,83210.0,229863.0,630
1779,22.3,50190.0,17807.0,15
1780,20.9,54184.0,34016.0,77
1781,23.1,54862.0,95379.0,279
1782,35.6,100075.0,1476601.0,42382
1783,23.2,51985.0,75432.0,1469
1785,52.7,57383.0,102180.0,198
1786,32.2,63073.0,177573.0,1898
1789,22.3,61118.0,89918.0,223
1790,48.2,94521.0,967506.0,35462
1791,16.5,57709.0,39859.0,103
1792,24.4,51089.0,24913.0,51
1793,24.0,50480.0,169509.0,1607
1794,14.7,49138.0,37497.0,197
1796,9.6,38023.0,24446.0,240
1797,19.0,41864.0,27203.0,67
1798,20.6,41701.0,17557.0,39
1800,13.4,35433.0,18947.0,168
1804,16.6,44946.0,90485.0,1292
1805,31.2,69297.0,216453.0,1828
1806,15.3,43328.0,82178.0,732
1807,17.9,65955.0,10867.0,44
1808,28.4,55052.0,69473.0,168
1810,21.9,53738.0,159551.0,1404
1811,41.3,73703.0,74470.0,1088
1812,19.2,41262.0,28612.0,108
1813,19.8,42618.0,13943.0,44
1814,22.8,42878.0,11231.0,27
1818,25.0,46779.0,335509.0,1829
1819,23.1,64426.0,27763.0,39
1821,18.5,47758.0,167609.0,1351
1822,22.9,60801.0,42846.0,269
1824,47.5,59329.0,321488.0,4911
1825,12.7,38818.0,51472.0,420
1826,33.8,50112.0,382295.0,4008
1827,21.3,57710.0,69685.0,560
1829,14.4,51746.0,11562.0,30
1830,13.5,39502.0,8441.0,10
1831,22.3,58956.0,60443.0,994
1832,10.5,43591.0,21069.0,250
1837,31.8,54012.0,117417.0,1034
1839,18.4,47892.0,55234.0,509
1840,9.4,40653.0,4937.0,33
1842,30.5,44502.0,43938.0,252
1844,13.1,43302.0,9419.0,42
1845,20.9,48984.0,61779.0,968
1847,21.4,62963.0,86111.0,521
1849,24.2,46426.0,35858.0,368
1850,27.6,44693.0,21755.0,20
1851,16.8,43569.0,22440.0,177
1852,44.8,64509.0,1110356.0,16657
1853,18.8,43967.0,14964.0,58
1855,36.9,59471.0,100880.0,684
1857,39.3,53419.0,234473.0,1712
1858,12.8,37233.0,19483.0,210
1860,57.6,71920.0,148476.0,1050
1861,19.4,46447.0,12726.0,40
1862,20.5,46355.0,39824.0,262
1865,15.3,50149.0,39490.0,139
1866,31.8,43303.0,180742.0,1079
1867,31.7,50467.0,20724.0,105
1870,13.2,35407.0,130625.0,1863
1871,15.0,41869.0,91010.0,336
1873,17.3,42831.0,67029.0,455
1876,15.8,51491.0,62806.0,621
1877,13.3,50826.0,45591.0,184
1878,16.8,46342.0,71783.0,642
1880,31.5,51398.0,34385.0,68
1882,34.8,80428.0,239859.0,2091
1883,12.9,40263.0,44535.0,604
1884,51.8,80169.0,1111761.0,8421
1885,15.5,38430.0,19731.0,204
1886,11.3,36042.0,11580.0,60
1888,19.5,41572.0,123131.0,2071
1889,15.5,44080.0,68412.0,651
1890,19.6,44015.0,81801.0,1075
1893,28.6,53162.0,2216.0,0
1895,15.6,42407.0,6832.0,21
1896,26.3,76235.0,928.0,1
1900,35.1,72277.0,95626.0,525
1901,39.4,63885.0,181923.0,2584
1902,21.2,60314.0,3762.0,23
1904,18.4,58715.0,2264.0,1
1905,21.0,66383.0,4424.0,27
1906,24.3,51327.0,2287.0,5
1907,16.5,47976.0,3241.0,7
1908,24.1,58096.0,3210.0,3
1910,34.5,54311.0,69451.0,481
1911,17.4,41295.0,2274.0,4
1912,25.9,54250.0,2231.0,2
1914,17.9,45401.0,2480.0,4
1915,24.0,54514.0,4046.0,14
1920,20.5,64524.0,9450.0,12
1922,26.3,68043.0,31364.0,148
1926,20.4,58766.0,6801.0,17
1927,19.2,47360.0,3975.0,8
1929,19.7,61634.0,5218.0,22
1932,20.0,42021.0,14176.0,12
1933,17.5,64756.0,3898.0,9
1934,10.9,39439.0,1315.0,3
1937,22.9,71888.0,31489.0,111
1938,27.5,66929.0,1890.0,4
1941,26.8,59931.0,8036.0,29
1942,16.8,59705.0,10641.0,66
1943,28.3,63938.0,67641.0,96
1944,22.1,58261.0,3834.0,11
1945,24.8,79354.0,37589.0,118
1948,21.1,54362.0,53484.0,97
1950,29.7,40416.0,65327.0,250
1951,18.9,63754.0,45656.0,120
1952,16.2,48989.0,67006.0,575
1953,14.2,55334.0,43432.0,66
1956,14.9,57701.0,38885.0,65
1957,18.6,50089.0,134083.0,868
1959,18.7,53947.0,41968.0,99
1960,14.8,44938.0,101883.0,1433
1962,14.8,44715.0,41494.0,149
1963,31.9,50006.0,1235072.0,10215
1964,14.7,53853.0,51113.0,263
1966,54.4,103536.0,209177.0,871
1967,22.7,53135.0,74266.0,340
1969,16.1,47733.0,28525.0,59
1971,17.2,62800.0,42126.0,81
1973,38.1,84093.0,93649.0,453
1974,39.0,68380.0,168937.0,432
1975,14.2,44623.0,38875.0,88
1976,37.1,57300.0,817473.0,7586
1979,10.1,50301.0,15040.0,16
1980,18.0,57705.0,27006.0,47
1983,8.9,60828.0,43960.0,285
1984,13.6,55202.0,58266.0,278
1985,15.3,44726.0,32413.0,38
1987,22.8,56885.0,62322.0,72
1988,27.9,65883.0,230149.0,706
1989,14.3,43031.0,59463.0,115
1991,16.0,61699.0,45672.0,78
1992,24.0,59265.0,309833.0,1277
1993,26.3,47865.0,428348.0,3296
1994,16.9,61645.0,44731.0,244
1995,24.1,48010.0,228683.0,2055
1996,13.1,45419.0,65093.0,2768
1997,33.3,76475.0,179746.0,658
1998,12.8,44286.0,22907.0,18
1999,16.7,62782.0,41172.0,320
2002,27.4,51071.0,531687.0,2867
2004,13.5,60452.0,35328.0,453
2005,15.5,49586.0,86215.0,115
2006,10.3,48792.0,14424.0,15
2007,22.4,58345.0,40525.0,243
2011,13.8,45163.0,27772.0,35
2012,28.7,63689.0,162466.0,542
2013,15.8,53904.0,40882.0,104
2014,20.3,64304.0,33861.0,156
2015,17.8,49668.0,121154.0,422
2016,16.6,49385.0,76666.0,168
2017,16.0,53978.0,58518.0,207
2018,15.0,41267.0,75314.0,94
2022,32.1,58890.0,541013.0,2538
2023,18.5,47424.0,197974.0,1117
2024,15.8,51030.0,91987.0,662
2026,16.2,54331.0,28275.0,53
2027,11.5,43457.0,13085.0,24
2029,19.2,50904.0,59911.0,162
2030,21.9,59142.0,115710.0,453
2031,15.0,54581.0,36692.0,87
2032,33.1,64282.0,130817.0,544
2033,15.7,55995.0,21772.0,72
2034,11.6,35156.0,22194.0,166
2035,20.2,52952.0,5702.0,1
2036,15.0,39702.0,13758.0,41
2038,17.3,47825.0,21859.0,25
2039,16.6,49513.0,9429.0,22
2040,22.8,43445.0,47995.0,219
2042,26.8,70942.0,148306.0,631
2043,20.6,48660.0,48111.0,207
2046,22.6,46777.0,2137.0,1
2048,17.6,39396.0,5495.0,14
2049,22.5,51382.0,120749.0,585
2050,13.2,43386.0,5666.0,12
2051,14.8,43074.0,14142.0,35
2053,25.5,49577.0,29003.0,99
2054,17.6,40287.0,43009.0,279
2057,22.4,52387.0,61056.0,453
2058,14.5,47858.0,27711.0,143
2059,19.7,56489.0,55834.0,290
2061,13.5,37445.0,5712.0,70
2063,22.0,55112.0,3688.0,2
2064,14.7,37776.0,12627.0,20
2065,12.9,37566.0,13279.0,20
2066,20.9,47747.0,24530.0,169
2067,13.9,37338.0,6002.0,20
2069,19.1,45700.0,43538.0,141
2070,23.6,59266.0,15765.0,58
2072,17.2,38284.0,10073.0,25
2074,15.1,48039.0,34877.0,54
2075,27.6,69114.0,48011.0,114
2076,14.5,48725.0,10253.0,50
2077,24.2,65831.0,40474.0,285
2079,14.2,37468.0,19596.0,96
2080,19.4,56102.0,7629.0,16
2081,15.7,42258.0,16931.0,49
2082,14.6,50951.0,41100.0,153
2084,19.5,43911.0,67997.0,239
2087,11.6,37545.0,11993.0,22
2089,14.1,42354.0,38465.0,204
2090,17.6,48826.0,46963.0,237
2091,14.1,38194.0,31127.0,203
2094,15.5,42376.0,43654.0,85
2095,28.1,48450.0,38284.0,96
2096,18.3,48499.0,72592.0,191
2097,15.0,37026.0,11096.0,37
2098,18.5,53871.0,3583.0,3
2100,14.1,37901.0,24258.0,81
2101,13.3,38998.0,41569.0,79
2102,17.4,46512.0,43143.0,111
2103,22.3,51812.0,19983.0,1007
2104,17.7,41186.0,7250.0,453
2105,31.2,55796.0,651552.0,5997
2107,28.6,53992.0,51527.0,483
2108,20.4,47484.0,10916.0,13
2109,30.6,51715.0,8793.0,11
2112,53.6,63600.0,93053.0,124
2114,24.6,53806.0,40224.0,59
2115,17.8,63338.0,52354.0,61
2116,17.9,48352.0,64487.0,64
2117,16.6,51348.0,24404.0,20
2118,24.0,48788.0,22925.0,9
2122,18.8,46141.0,7199.0,1
2123,17.0,43370.0,7393.0,2
2124,31.6,66607.0,23382.0,116
2125,27.4,55511.0,220944.0,215
2126,18.4,50376.0,24658.0,184
2127,17.2,46578.0,87487.0,66
2129,15.4,44847.0,7869.0,24
2130,29.6,53161.0,382067.0,346
2132,19.5,54292.0,129749.0,453
2133,13.8,42624.0,30571.0,473
2134,22.8,56408.0,347818.0,2063
2135,10.9,55343.0,11603.0,176
2137,30.1,62389.0,86085.0,193
2138,19.5,58838.0,1780.0,5
2142,24.7,48137.0,7208.0,15
2143,20.5,52269.0,26682.0,124
2146,26.5,61776.0,107100.0,222
2147,22.4,62877.0,103009.0,410
2148,40.7,59881.0,1216045.0,5990
2150,23.7,54823.0,163929.0,918
2151,14.2,50257.0,47888.0,99
2152,24.5,62519.0,421164.0,4781
2153,20.8,49244.0,121829.0,126
2155,40.5,88538.0,628270.0,6284
2158,15.9,41770.0,4447.0,5
2159,16.8,53901.0,64182.0,315
2160,44.7,58258.0,162385.0,270
2162,22.7,46284.0,38438.0,67
2163,14.3,46706.0,79255.0,98
2165,22.5,50774.0,64964.0,428
2167,35.8,71695.0,253370.0,995
2168,30.5,57979.0,278299.0,2366
2171,27.7,48453.0,269728.0,763
2174,21.0,60744.0,155027.0,1043
2176,18.2,50956.0,36233.0,79
2177,16.9,49019.0,45144.0,266
2178,22.6,47999.0,84073.0,176
2180,14.2,54342.0,24763.0,453
2181,27.7,52872.0,209674.0,1788
2182,26.9,66270.0,545724.0,4988
2183,21.4,48418.0,85512.0,221
2184,20.3,61087.0,141793.0,1484
2187,22.8,53820.0,113299.0,263
2189,22.6,48788.0,109424.0,216
2192,48.7,90155.0,830915.0,9060
2193,32.8,61314.0,18230.0,84
2195,16.0,47243.0,90843.0,360
2196,16.4,62366.0,46272.0,96
2198,28.0,62657.0,55809.0,509
2199,15.5,44883.0,16526.0,19
2200,16.2,48809.0,141359.0,795
2203,17.3,48998.0,6066.0,10
2205,19.1,48799.0,40591.0,32
2208,19.3,50554.0,39191.0,11
2210,20.4,53602.0,51361.0,148
2211,28.5,58398.0,348899.0,1117
2213,24.2,65238.0,449058.0,1963
2214,47.1,80231.0,48479.0,283
2215,32.1,69089.0,164292.0,1316
2217,28.1,56141.0,638931.0,13674
2218,45.0,86715.0,125577.0,564
2221,9.4,29124.0,8688.0,112
2222,21.4,51740.0,202558.0,1299
2223,18.7,36230.0,14066.0,247
2224,11.5,38131.0,20866.0,176
2225,40.3,65843.0,192122.0,453
2227,19.2,45385.0,14553.0,201
2228,42.8,62958.0,411406.0,8971
2229,13.8,42542.0,57300.0,308
2231,10.1,39046.0,45650.0,491
2233,15.2,39079.0,37677.0,550
2234,17.2,37206.0,66618.0,649
2236,27.9,65468.0,162809.0,1872
2238,17.0,39522.0,22347.0,417
2239,23.1,47949.0,138293.0,1880
2241,34.2,61162.0,523542.0,8026
2243,11.4,35871.0,19222.0,145
2244,23.6,49082.0,354081.0,6503
2246,19.9,52270.0,66551.0,935
2247,26.9,58035.0,98012.0,728
2248,15.4,42099.0,67493.0,884
2249,12.3,33199.0,16828.0,371
2250,30.1,60627.0,298750.0,453
2251,20.2,44683.0,9463.0,453
2257,24.5,48794.0,126884.0,1329
2260,23.8,53567.0,319785.0,2905
2261,18.5,45181.0,106721.0,1635
2262,12.1,40686.0,27316.0,186
2263,12.7,32814.0,30368.0,572
2265,20.6,53107.0,2751.0,35
2266,20.1,49712.0,18453.0,561
2268,18.4,50278.0,6901.0,13
2269,39.2,62109.0,35077.0,102
2270,29.3,60082.0,38839.0,365
2273,20.6,44388.0,10429.0,4
2275,17.5,47412.0,9292.0,98
2279,17.0,34024.0,4086.0,22
2282,20.6,48023.0,5424.0,19
2284,16.0,41942.0,5892.0,42
2286,25.5,58977.0,3829.0,9
2288,28.9,49068.0,2299.0,24
2289,17.4,59813.0,7052.0,453
2290,20.5,40583.0,4185.0,6
2291,15.1,51801.0,1899.0,1
2292,20.3,65776.0,6164.0,13
2293,23.3,52568.0,3191.0,7
2294,20.1,63772.0,3453.0,14
2295,26.1,55017.0,1298.0,0
2296,35.5,70093.0,17526.0,76
2298,22.5,52496.0,1301.0,3
2302,22.7,54609.0,4939.0,8
2304,34.7,51774.0,25844.0,21
2305,39.4,84889.0,61128.0,406
2306,19.8,47429.0,3781.0,83
2308,16.4,39850.0,2379.0,6
2309,24.0,56862.0,4935.0,5
2312,20.2,50123.0,2216.0,453
2313,31.9,60033.0,193134.0,3822
2315,11.8,31662.0,14177.0,126
2316,30.7,58738.0,113775.0,704
2317,20.0,55626.0,2865.0,4
2322,31.3,69991.0,3098.0,14
2323,25.5,59457.0,1391.0,1
2324,15.8,31876.0,10177.0,65
2325,21.5,45710.0,5441.0,19
2326,23.2,62792.0,8384.0,30
2328,23.2,48394.0,5435.0,18
2330,16.3,32341.0,2756.0,3
